Year,Team,Month,Day,DayofWeek,Opponent,Temp,TypeOfDay,Night,Attend,BobbleHd,Headgear,Shirts,Firewks
2012,Baltimore Orioles,April,6,Friday,Minnesota Twins,59,Clear Skies,0,46773,0,0,0,0
2012,Baltimore Orioles,April,7,Saturday,Minnesota Twins,63,Clear Skies,1,31532,0,0,0,0
2012,Baltimore Orioles,April,8,Sunday,Minnesota Twins,68,Clear Skies,0,14738,0,0,0,0
2012,Baltimore Orioles,April,9,Monday,New York Yankees,65,Cloudy,1,25478,0,0,0,0
2012,Baltimore Orioles,April,10,Tuesday,New York Yankees,62,Clear Skies,1,24659,0,0,0,0
2012,Baltimore Orioles,April,11,Wednesday,New York Yankees,53,Cloudy,1,22919,0,0,0,0
2012,Baltimore Orioles,April,24,Tuesday,Toronto Blue Jays,60,Cloudy,1,11058,0,0,0,0
2012,Baltimore Orioles,April,25,Wednesday,Toronto Blue Jays,70,Clear Skies,1,10415,0,0,0,0
2012,Baltimore Orioles,April,26,Thursday,Toronto Blue Jays,64,Cloudy,1,13725,0,0,1,0
2012,Baltimore Orioles,April,27,Friday,Oakland Athletics,60,Clear Skies,1,18297,0,0,0,0
2012,Baltimore Orioles,April,28,Saturday,Oakland Athletics,56,Rainy,1,26926,0,1,0,0
2012,Baltimore Orioles,April,29,Sunday,Oakland Athletics,64,Clear Skies,0,31793,0,0,0,0
2012,Baltimore Orioles,May,7,Monday,Texas Rangers,67,Cloudy,1,11938,0,0,0,0
2012,Baltimore Orioles,May,8,Tuesday,Texas Rangers,68,Cloudy,1,11263,0,0,0,0
2012,Baltimore Orioles,May,10,Thursday,Texas Rangers,61,Clear Skies,1,19250,0,0,1,0
2012,Baltimore Orioles,May,11,Friday,Tampa Bay Rays,71,Clear Skies,1,26669,0,0,0,0
2012,Baltimore Orioles,May,12,Saturday,Tampa Bay Rays,77,Cloudy,1,32862,0,0,0,0
2012,Baltimore Orioles,May,13,Sunday,Tampa Bay Rays,79,Cloudy,0,29552,0,1,0,0
2012,Baltimore Orioles,May,14,Monday,New York Yankees,66,Rainy,1,16492,0,0,0,0
2012,Baltimore Orioles,May,15,Tuesday,New York Yankees,78,Cloudy,1,24055,0,0,0,0
2012,Baltimore Orioles,May,21,Monday,Boston Red Sox,72,Cloudy,1,16392,0,0,0,0
2012,Baltimore Orioles,May,22,Tuesday,Boston Red Sox,76,Cloudy,1,25171,0,0,0,0
2012,Baltimore Orioles,May,23,Wednesday,Boston Red Sox,75,Cloudy,0,27806,0,0,0,0
2012,Baltimore Orioles,May,25,Friday,Kansas City Royals,82,Clear Skies,1,28954,0,0,0,1
2012,Baltimore Orioles,May,26,Saturday,Kansas City Royals,87,Cloudy,0,26714,0,0,0,0
2012,Baltimore Orioles,May,27,Sunday,Kansas City Royals,86,Cloudy,0,33919,0,0,1,0
2012,Baltimore Orioles,June,8,Friday,Philadelphia Phillies,81,Clear Skies,1,40459,0,0,0,0
2012,Baltimore Orioles,June,9,Saturday,Philadelphia Phillies,86,Cloudy,0,46611,0,0,0,0
2012,Baltimore Orioles,June,10,Sunday,Philadelphia Phillies,90,Clear Skies,0,45267,0,0,0,0
2012,Baltimore Orioles,June,12,Tuesday,Pittsburgh Pirates,72,Cloudy,1,15618,0,0,0,0
2012,Baltimore Orioles,June,13,Wednesday,Pittsburgh Pirates,76,Clear Skies,1,23238,0,0,0,0
2012,Baltimore Orioles,June,14,Thursday,Pittsburgh Pirates,79,Cloudy,1,29995,0,1,0,0
2012,Baltimore Orioles,June,22,Friday,Washington Nationals,76,Cloudy,1,45891,0,0,0,0
2012,Baltimore Orioles,June,23,Saturday,Washington Nationals,87,Clear Skies,1,46298,0,0,1,0
2012,Baltimore Orioles,June,24,Sunday,Washington Nationals,88,Cloudy,0,41794,0,0,0,0
2012,Baltimore Orioles,June,26,Tuesday,Los Angeles Angels,78,Clear Skies,1,24296,0,1,0,0
2012,Baltimore Orioles,June,27,Wednesday,Los Angeles Angels,85,Clear Skies,1,18055,0,0,0,0
2012,Baltimore Orioles,June,28,Thursday,Cleveland Indians,92,Clear Skies,1,17676,0,0,1,0
2012,Baltimore Orioles,June,29,Friday,Cleveland Indians,100,Clear Skies,1,24779,0,0,0,1
2012,Baltimore Orioles,June,30,Saturday,Cleveland Indians,91,Cloudy,0,35335,0,0,0,0
2012,Baltimore Orioles,July,1,Sunday,Cleveland Indians,95,Cloudy,0,16689,0,0,0,0
2012,Baltimore Orioles,July,13,Friday,Detroit Tigers,85,Cloudy,1,35566,0,0,1,0
2012,Baltimore Orioles,July,14,Saturday,Detroit Tigers,86,Cloudy,0,43215,0,0,0,0
2012,Baltimore Orioles,July,15,Sunday,Detroit Tigers,87,Cloudy,0,30439,0,1,0,0
2012,Baltimore Orioles,July,24,Tuesday,Tampa Bay Rays,86,Cloudy,1,17592,0,0,0,0
2012,Baltimore Orioles,July,25,Wednesday,Tampa Bay Rays,85,Clear Skies,1,19582,0,1,0,0
2012,Baltimore Orioles,July,26,Thursday,Tampa Bay Rays,84,Cloudy,0,21301,0,0,1,0
2012,Baltimore Orioles,July,27,Friday,Oakland Athletics,88,Cloudy,1,29278,0,1,0,1
2012,Baltimore Orioles,July,28,Saturday,Oakland Athletics,88,Cloudy,1,21143,0,0,0,0
2012,Baltimore Orioles,July,29,Sunday,Oakland Athletics,81,Cloudy,0,19698,0,1,0,0
2012,Baltimore Orioles,August,6,Monday,Seattle Mariners,88,Cloudy,1,21184,0,0,0,0
2012,Baltimore Orioles,August,7,Tuesday,Seattle Mariners,85,Cloudy,1,15433,0,0,0,0
2012,Baltimore Orioles,August,8,Wednesday,Seattle Mariners,85,Cloudy,1,17312,0,1,0,0
2012,Baltimore Orioles,August,9,Thursday,Kansas City Royals,84,Cloudy,1,21226,0,0,1,0
2012,Baltimore Orioles,August,10,Friday,Kansas City Royals,86,Cloudy,1,17277,0,0,0,0
2012,Baltimore Orioles,August,11,Saturday,Kansas City Royals,73,Cloudy,1,40456,0,0,0,0
2012,Baltimore Orioles,August,12,Sunday,Kansas City Royals,81,Clear Skies,0,20935,0,1,0,0
2012,Baltimore Orioles,August,14,Tuesday,Boston Red Sox,84,Cloudy,1,26204,0,0,0,0
2012,Baltimore Orioles,August,15,Wednesday,Boston Red Sox,80,Cloudy,1,22269,0,0,0,0
2012,Baltimore Orioles,August,16,Thursday,Boston Red Sox,84,Clear Skies,1,25483,0,0,0,0
2012,Baltimore Orioles,August,24,Friday,Toronto Blue Jays,84,Cloudy,1,25754,0,0,0,1
2012,Baltimore Orioles,August,25,Saturday,Toronto Blue Jays,77,Cloudy,1,25082,0,1,0,0
2012,Baltimore Orioles,August,27,Monday,Chicago White Sox,87,Cloudy,1,10955,0,0,0,0
2012,Baltimore Orioles,August,28,Tuesday,Chicago White Sox,86,Clear Skies,1,12841,0,0,0,0
2012,Baltimore Orioles,August,29,Wednesday,Chicago White Sox,82,Clear Skies,1,13098,0,0,0,0
2012,Baltimore Orioles,August,30,Thursday,Chicago White Sox,81,Clear Skies,0,10141,0,0,0,0
2012,Baltimore Orioles,September,6,Thursday,New York Yankees,80,Cloudy,1,46298,0,0,0,0
2012,Baltimore Orioles,September,7,Friday,New York Yankees,83,Clear Skies,1,40861,0,0,0,0
2012,Baltimore Orioles,September,8,Saturday,New York Yankees,67,Cloudy,1,46067,0,0,0,0
2012,Baltimore Orioles,September,9,Sunday,New York Yankees,74,Cloudy,0,40346,0,0,0,0
2012,Baltimore Orioles,September,11,Tuesday,Tampa Bay Rays,75,Cloudy,1,23828,0,0,0,0
2012,Baltimore Orioles,September,12,Wednesday,Tampa Bay Rays,77,Clear Skies,1,26076,0,0,0,0
2012,Baltimore Orioles,September,13,Thursday,Tampa Bay Rays,76,Clear Skies,0,25130,0,0,1,0
2012,Baltimore Orioles,September,24,Monday,Toronto Blue Jays,65,Clear Skies,1,31015,0,0,0,0
2012,Baltimore Orioles,September,25,Tuesday,Toronto Blue Jays,72,Clear Skies,1,30205,0,0,0,0
2012,Baltimore Orioles,September,26,Wednesday,Toronto Blue Jays,81,Cloudy,1,26513,0,0,0,0
2012,Baltimore Orioles,September,28,Friday,Boston Red Sox,72,Cloudy,1,33518,0,0,0,1
2012,Baltimore Orioles,September,29,Saturday,Boston Red Sox,65,Cloudy,1,46311,0,0,0,0
2012,Baltimore Orioles,September,30,Sunday,Boston Red Sox,66,Cloudy,0,41257,1,0,0,0
2012,Boston Red Sox,April,13,Friday,Tampa Bay Rays,58,Cloudy,0,37032,0,0,0,0
2012,Boston Red Sox,April,14,Saturday,Tampa Bay Rays,72,Cloudy,0,38024,0,0,0,0
2012,Boston Red Sox,April,15,Sunday,Tampa Bay Rays,72,Cloudy,0,38024,0,0,0,0
2012,Boston Red Sox,April,16,Monday,Tampa Bay Rays,79,Cloudy,0,38108,0,0,0,0
2012,Boston Red Sox,April,17,Tuesday,Texas Rangers,78,Cloudy,1,38229,0,0,0,0
2012,Boston Red Sox,April,18,Wednesday,Texas Rangers,51,Cloudy,1,37967,0,0,0,0
2012,Boston Red Sox,April,20,Friday,New York Yankees,79,Cloudy,0,36770,0,0,0,0
2012,Boston Red Sox,April,21,Saturday,New York Yankees,78,Cloudy,0,37839,0,0,0,0
2012,Boston Red Sox,April,30,Monday,Oakland Athletics,52,Cloudy,1,37359,0,0,0,0
2012,Boston Red Sox,May,1,Tuesday,Oakland Athletics,46,Rainy,1,37225,0,0,0,0
2012,Boston Red Sox,May,2,Wednesday,Oakland Athletics,47,Cloudy,1,37434,0,0,0,0
2012,Boston Red Sox,May,4,Friday,Baltimore Orioles,53,Rainy,1,37223,0,0,0,0
2012,Boston Red Sox,May,5,Saturday,Baltimore Orioles,56,Cloudy,0,37581,0,0,0,0
2012,Boston Red Sox,May,6,Sunday,Baltimore Orioles,54,Cloudy,0,37394,0,0,0,0
2012,Boston Red Sox,May,10,Thursday,Cleveland Indians,60,Cloudy,1,37348,0,0,0,0
2012,Boston Red Sox,May,11,Friday,Cleveland Indians,64,Cloudy,1,37438,0,0,0,0
2012,Boston Red Sox,May,12,Saturday,Cleveland Indians,77,Clear Skies,1,38048,0,0,0,0
2012,Boston Red Sox,May,13,Sunday,Cleveland Indians,74,Cloudy,0,37611,0,0,0,0
2012,Boston Red Sox,May,14,Monday,Seattle Mariners,57,Cloudy,1,37334,0,0,1,0
2012,Boston Red Sox,May,15,Tuesday,Seattle Mariners,70,Cloudy,0,37292,0,0,1,0
2012,Boston Red Sox,May,25,Friday,Tampa Bay Rays,73,Cloudy,1,37594,0,0,0,0
2012,Boston Red Sox,May,26,Saturday,Tampa Bay Rays,83,Cloudy,1,38099,0,0,0,0
2012,Boston Red Sox,May,27,Sunday,Tampa Bay Rays,70,Cloudy,0,37844,0,0,0,0
2012,Boston Red Sox,May,28,Monday,Detroit Tigers,69,Clear Skies,0,37921,0,0,0,0
2012,Boston Red Sox,May,29,Tuesday,Detroit Tigers,68,Cloudy,1,37216,0,0,0,0
2012,Boston Red Sox,May,30,Wednesday,Detroit Tigers,75,Cloudy,1,37195,0,0,0,0
2012,Boston Red Sox,May,31,Thursday,Detroit Tigers,76,Cloudy,1,37629,0,0,0,0
2012,Boston Red Sox,June,5,Tuesday,Baltimore Orioles,55,Cloudy,1,37181,0,0,0,0
2012,Boston Red Sox,June,6,Wednesday,Baltimore Orioles,58,Cloudy,1,37243,0,0,0,0
2012,Boston Red Sox,June,7,Thursday,Baltimore Orioles,59,Cloudy,1,37307,0,0,0,0
2012,Boston Red Sox,June,8,Friday,Washington Nationals,67,Cloudy,1,37309,0,0,0,0
2012,Boston Red Sox,June,9,Saturday,Washington Nationals,78,Cloudy,0,37534,0,0,0,0
2012,Boston Red Sox,June,10,Sunday,Washington Nationals,76,Clear Skies,0,37467,0,0,0,0
2012,Boston Red Sox,June,19,Tuesday,Miami Marlins,74,Cloudy,1,37701,0,0,0,0
2012,Boston Red Sox,June,20,Wednesday,Miami Marlins,96,Cloudy,1,37362,0,0,0,0
2012,Boston Red Sox,June,21,Thursday,Miami Marlins,92,Clear Skies,1,37261,0,0,0,0
2012,Boston Red Sox,June,22,Friday,Atlanta Braves,74,Cloudy,1,37281,0,0,0,0
2012,Boston Red Sox,June,23,Saturday,Atlanta Braves,65,Cloudy,1,37782,0,0,0,0
2012,Boston Red Sox,June,24,Sunday,Atlanta Braves,82,Clear Skies,0,37565,0,0,0,0
2012,Boston Red Sox,June,25,Monday,Toronto Blue Jays,72,Cloudy,1,37208,0,0,0,0
2012,Boston Red Sox,June,26,Tuesday,Toronto Blue Jays,69,Cloudy,1,37755,0,0,0,0
2012,Boston Red Sox,June,27,Wednesday,Toronto Blue Jays,75,Cloudy,0,37744,0,0,0,0
2012,Boston Red Sox,July,6,Friday,New York Yankees,81,Cloudy,1,38066,0,0,0,0
2012,Boston Red Sox,July,7,Saturday,New York Yankees,85,Cloudy,0,38170,0,0,0,0
2012,Boston Red Sox,July,7,Saturday,New York Yankees,86,Cloudy,1,37791,0,0,0,0
2012,Boston Red Sox,July,8,Sunday,New York Yankees,87,Cloudy,1,38270,0,0,0,0
2012,Boston Red Sox,July,16,Monday,Chicago White Sox,79,Cloudy,1,38334,0,0,0,0
2012,Boston Red Sox,July,17,Tuesday,Chicago White Sox,89,Clear Skies,1,37771,0,0,0,0
2012,Boston Red Sox,July,18,Wednesday,Chicago White Sox,73,Cloudy,1,37367,0,0,0,0
2012,Boston Red Sox,July,19,Thursday,Chicago White Sox,75,Cloudy,1,38413,0,0,0,0
2012,Boston Red Sox,July,20,Friday,Toronto Blue Jays,69,Cloudy,1,38093,0,0,0,0
2012,Boston Red Sox,July,21,Saturday,Toronto Blue Jays,72,Cloudy,1,38170,0,0,0,0
2012,Boston Red Sox,July,22,Sunday,Toronto Blue Jays,84,Cloudy,0,37737,0,0,0,0
2012,Boston Red Sox,July,30,Monday,Detroit Tigers,79,Clear Skies,1,37784,0,0,0,0
2012,Boston Red Sox,July,31,Tuesday,Detroit Tigers,68,Rainy,1,37275,0,0,0,0
2012,Boston Red Sox,August,1,Wednesday,Detroit Tigers,75,Cloudy,1,37213,0,0,0,0
2012,Boston Red Sox,August,2,Thursday,Minnesota Twins,84,Cloudy,1,37191,0,0,0,0
2012,Boston Red Sox,August,3,Friday,Minnesota Twins,88,Cloudy,1,37285,0,0,0,0
2012,Boston Red Sox,August,4,Saturday,Minnesota Twins,79,Cloudy,1,37914,0,0,0,0
2012,Boston Red Sox,August,5,Sunday,Minnesota Twins,89,Cloudy,0,37019,0,0,0,0
2012,Boston Red Sox,August,6,Monday,Texas Rangers,79,Cloudy,1,37316,0,0,0,0
2012,Boston Red Sox,August,7,Tuesday,Texas Rangers,75,Cloudy,1,38416,0,0,0,0
2012,Boston Red Sox,August,8,Wednesday,Texas Rangers,85,Cloudy,0,37716,0,0,0,0
2012,Boston Red Sox,August,21,Tuesday,Los Angeles Angels,79,Cloudy,1,37794,0,0,0,0
2012,Boston Red Sox,August,22,Wednesday,Los Angeles Angels,74,Cloudy,1,37373,0,0,0,0
2012,Boston Red Sox,August,23,Thursday,Los Angeles Angels,84,Cloudy,1,37829,0,0,0,0
2012,Boston Red Sox,August,24,Friday,Kansas City Royals,74,Cloudy,1,37228,0,0,0,0
2012,Boston Red Sox,August,25,Saturday,Kansas City Royals,73,Cloudy,1,37103,0,0,0,0
2012,Boston Red Sox,August,26,Sunday,Kansas City Royals,76,Clear Skies,0,37188,0,0,0,0
2012,Boston Red Sox,August,27,Monday,Kansas City Royals,84,Clear Skies,0,37506,0,0,0,0
2012,Boston Red Sox,September,7,Friday,Toronto Blue Jays,77,Cloudy,1,37156,0,0,0,0
2012,Boston Red Sox,September,8,Saturday,Toronto Blue Jays,77,Cloudy,1,37107,0,0,0,0
2012,Boston Red Sox,September,9,Sunday,Toronto Blue Jays,67,Cloudy,0,37226,0,0,0,0
2012,Boston Red Sox,September,11,Tuesday,New York Yankees,73,Cloudy,1,37437,0,0,0,0
2012,Boston Red Sox,September,12,Wednesday,New York Yankees,68,Clear Skies,1,37230,0,0,0,0
2012,Boston Red Sox,September,13,Thursday,New York Yankees,79,Cloudy,1,38134,0,0,0,0
2012,Boston Red Sox,September,21,Friday,Baltimore Orioles,60,Cloudy,1,37731,0,0,0,0
2012,Boston Red Sox,September,22,Saturday,Baltimore Orioles,63,Cloudy,0,37570,0,0,0,0
2012,Boston Red Sox,September,23,Sunday,Baltimore Orioles,70,Cloudy,0,37310,0,0,0,0
2012,Boston Red Sox,September,25,Tuesday,Tampa Bay Rays,66,Cloudy,1,37045,0,0,0,0
2012,Boston Red Sox,September,26,Wednesday,Tampa Bay Rays,71,Cloudy,1,37247,0,0,0,0
2012,Chicago White Sox,April,13,Friday,Detroit Tigers,64,Cloudy,0,38676,0,0,0,0
2012,Chicago White Sox,April,14,Saturday,Detroit Tigers,63,Cloudy,0,33025,0,1,0,0
2012,Chicago White Sox,April,15,Sunday,Detroit Tigers,73,Cloudy,0,25143,0,0,0,0
2012,Chicago White Sox,April,16,Monday,Baltimore Orioles,53,Cloudy,1,13732,0,0,0,0
2012,Chicago White Sox,April,17,Tuesday,Baltimore Orioles,51,Clear Skies,1,11267,0,0,0,0
2012,Chicago White Sox,April,18,Wednesday,Baltimore Orioles,68,Cloudy,1,13818,0,0,0,0
2012,Chicago White Sox,April,19,Thursday,Baltimore Orioles,50,Cloudy,0,11836,0,0,0,0
2012,Chicago White Sox,April,26,Thursday,Boston Red Sox,39,Clear Skies,1,20266,0,0,0,0
2012,Chicago White Sox,April,27,Friday,Boston Red Sox,39,Cloudy,1,20414,0,0,0,1
2012,Chicago White Sox,April,28,Saturday,Boston Red Sox,46,Cloudy,1,20057,0,0,0,1
2012,Chicago White Sox,April,29,Sunday,Boston Red Sox,47,Cloudy,0,22811,0,0,0,0
2012,Chicago White Sox,May,1,Tuesday,Cleveland Indians,56,Cloudy,1,15212,0,0,0,0
2012,Chicago White Sox,May,2,Wednesday,Cleveland Indians,76,Cloudy,1,15192,0,0,0,0
2012,Chicago White Sox,May,3,Thursday,Cleveland Indians,82,Cloudy,1,17314,0,0,0,0
2012,Chicago White Sox,May,11,Friday,Kansas City Royals,74,Clear Skies,1,19129,0,0,0,1
2012,Chicago White Sox,May,12,Saturday,Kansas City Royals,54,Cloudy,1,20066,0,0,0,1
2012,Chicago White Sox,May,13,Sunday,Kansas City Royals,58,Cloudy,0,22636,0,0,0,0
2012,Chicago White Sox,May,14,Monday,Detroit Tigers,70,Cloudy,1,23538,0,0,0,0
2012,Chicago White Sox,May,15,Tuesday,Detroit Tigers,83,Clear Skies,0,21473,0,0,0,0
2012,Chicago White Sox,May,22,Tuesday,Minnesota Twins,62,Clear Skies,1,20026,0,0,0,0
2012,Chicago White Sox,May,23,Wednesday,Minnesota Twins,72,Cloudy,1,20064,0,0,0,0
2012,Chicago White Sox,May,24,Thursday,Minnesota Twins,82,Clear Skies,1,20167,0,0,0,0
2012,Chicago White Sox,May,25,Friday,Cleveland Indians,66,Clear Skies,1,21371,0,0,0,1
2012,Chicago White Sox,May,26,Saturday,Cleveland Indians,73,Cloudy,0,27151,1,0,0,0
2012,Chicago White Sox,May,27,Sunday,Cleveland Indians,93,Cloudy,0,22182,0,0,0,0
2012,Chicago White Sox,June,1,Friday,Seattle Mariners,57,Clear Skies,1,19168,0,0,0,1
2012,Chicago White Sox,June,2,Saturday,Seattle Mariners,73,Cloudy,0,26200,0,0,0,0
2012,Chicago White Sox,June,3,Sunday,Seattle Mariners,75,Cloudy,0,23062,0,0,0,0
2012,Chicago White Sox,June,5,Tuesday,Toronto Blue Jays,58,Clear Skies,1,23107,0,0,0,0
2012,Chicago White Sox,June,6,Wednesday,Toronto Blue Jays,66,Clear Skies,1,25672,0,0,0,0
2012,Chicago White Sox,June,7,Thursday,Toronto Blue Jays,72,Clear Skies,1,25743,0,0,0,0
2012,Chicago White Sox,June,8,Friday,Houston Astros,83,Cloudy,1,22452,0,0,0,1
2012,Chicago White Sox,June,9,Saturday,Houston Astros,87,Clear Skies,0,22880,0,0,0,0
2012,Chicago White Sox,June,10,Sunday,Houston Astros,89,Cloudy,0,20398,0,0,0,0
2012,Chicago White Sox,June,18,Monday,Chicago Cubs,88,Clear Skies,1,33215,0,0,0,0
2012,Chicago White Sox,June,19,Tuesday,Chicago Cubs,88,Cloudy,1,30282,0,0,0,0
2012,Chicago White Sox,June,20,Wednesday,Chicago Cubs,86,Clear Skies,1,32311,0,0,0,0
2012,Chicago White Sox,June,22,Friday,Milwaukee Brewers,75,Cloudy,1,22798,0,0,0,1
2012,Chicago White Sox,June,23,Saturday,Milwaukee Brewers,75,Cloudy,1,30337,0,0,0,1
2012,Chicago White Sox,June,24,Sunday,Milwaukee Brewers,89,Cloudy,0,26545,0,0,1,0
2012,Chicago White Sox,July,3,Tuesday,Texas Rangers,93,Cloudy,1,30183,0,0,0,0
2012,Chicago White Sox,July,4,Wednesday,Texas Rangers,97,Cloudy,1,30271,0,0,0,1
2012,Chicago White Sox,July,5,Thursday,Texas Rangers,99,Clear Skies,0,21288,0,0,0,0
2012,Chicago White Sox,July,6,Friday,Toronto Blue Jays,91,Clear Skies,1,27129,0,0,0,1
2012,Chicago White Sox,July,7,Saturday,Toronto Blue Jays,75,Cloudy,0,25399,1,0,0,0
2012,Chicago White Sox,July,8,Sunday,Toronto Blue Jays,75,Cloudy,0,27190,0,0,0,0
2012,Chicago White Sox,July,23,Monday,Minnesota Twins,90,Cloudy,1,37788,0,0,0,0
2012,Chicago White Sox,July,24,Tuesday,Minnesota Twins,75,Cloudy,1,34715,0,0,0,0
2012,Chicago White Sox,July,25,Wednesday,Minnesota Twins,92,Cloudy,0,32261,0,0,0,0
2012,Chicago White Sox,August,3,Friday,Los Angeles Angels,80,Clear Skies,1,32060,0,0,0,1
2012,Chicago White Sox,August,4,Saturday,Los Angeles Angels,72,Cloudy,1,28571,1,0,0,0
2012,Chicago White Sox,August,5,Sunday,Los Angeles Angels,82,Clear Skies,0,30202,0,0,0,0
2012,Chicago White Sox,August,6,Monday,Kansas City Royals,82,Clear Skies,1,30097,0,0,0,0
2012,Chicago White Sox,August,7,Tuesday,Kansas City Royals,86,Cloudy,1,27194,0,0,0,0
2012,Chicago White Sox,August,8,Wednesday,Kansas City Royals,73,Cloudy,1,25151,0,0,0,0
2012,Chicago White Sox,August,10,Friday,Oakland Athletics,68,Cloudy,1,25041,0,0,0,1
2012,Chicago White Sox,August,11,Saturday,Oakland Athletics,70,Clear Skies,1,26686,0,1,0,0
2012,Chicago White Sox,August,12,Sunday,Oakland Athletics,75,Cloudy,0,25106,0,0,0,0
2012,Chicago White Sox,August,20,Monday,New York Yankees,71,Cloudy,1,27561,0,0,0,0
2012,Chicago White Sox,August,21,Tuesday,New York Yankees,73,Clear Skies,1,24247,0,0,0,0
2012,Chicago White Sox,August,22,Wednesday,New York Yankees,76,Clear Skies,1,26319,0,0,0,0
2012,Chicago White Sox,August,24,Friday,Seattle Mariners,84,Cloudy,1,25058,0,0,0,1
2012,Chicago White Sox,August,25,Saturday,Seattle Mariners,86,Cloudy,1,27562,0,0,0,1
2012,Chicago White Sox,August,26,Sunday,Seattle Mariners,73,Rainy,0,23146,0,0,0,0
2012,Chicago White Sox,September,3,Monday,Minnesota Twins,79,Clear Skies,1,21676,0,0,0,0
2012,Chicago White Sox,September,4,Tuesday,Minnesota Twins,76,Cloudy,1,15698,0,0,0,0
2012,Chicago White Sox,September,5,Wednesday,Minnesota Twins,85,Cloudy,0,17336,0,0,0,0
2012,Chicago White Sox,September,7,Friday,Kansas City Royals,63,Cloudy,1,26660,0,1,0,0
2012,Chicago White Sox,September,8,Saturday,Kansas City Royals,70,Cloudy,0,26227,0,0,0,0
2012,Chicago White Sox,September,9,Sunday,Kansas City Royals,65,Cloudy,0,19356,0,0,0,0
2012,Chicago White Sox,September,10,Monday,Detroit Tigers,72,Clear Skies,1,30287,0,0,0,0
2012,Chicago White Sox,September,11,Tuesday,Detroit Tigers,77,Cloudy,1,26504,0,0,0,0
2012,Chicago White Sox,September,12,Wednesday,Detroit Tigers,82,Cloudy,1,30667,0,0,0,0
2012,Chicago White Sox,September,17,Monday,Detroit Tigers,81,Cloudy,0,29130,0,0,0,0
2012,Chicago White Sox,September,24,Monday,Cleveland Indians,66,Clear Skies,1,20206,0,0,0,0
2012,Chicago White Sox,September,25,Tuesday,Cleveland Indians,78,Cloudy,0,13797,0,0,0,0
2012,Chicago White Sox,September,26,Wednesday,Cleveland Indians,57,Clear Skies,1,20166,0,0,0,0
2012,Chicago White Sox,September,27,Thursday,Tampa Bay Rays,60,Cloudy,1,18630,0,0,0,0
2012,Chicago White Sox,September,28,Friday,Tampa Bay Rays,64,Clear Skies,1,25264,0,0,0,1
2012,Chicago White Sox,September,29,Saturday,Tampa Bay Rays,78,Clear Skies,0,26559,0,0,0,0
2012,Chicago White Sox,September,30,Sunday,Tampa Bay Rays,64,Cloudy,0,26831,0,0,0,0
2012,Cleveland Indians,April,5,Thursday,Toronto Blue Jays,44,Clear Skies,0,43190,0,0,0,0
2012,Cleveland Indians,April,7,Saturday,Toronto Blue Jays,48,Clear Skies,0,18842,0,0,0,0
2012,Cleveland Indians,April,8,Sunday,Toronto Blue Jays,51,Cloudy,0,10518,0,0,0,0
2012,Cleveland Indians,April,9,Monday,Chicago White Sox,56,Clear Skies,1,9473,0,0,0,0
2012,Cleveland Indians,April,11,Wednesday,Chicago White Sox,45,Cloudy,0,9072,0,0,0,0
2012,Cleveland Indians,April,24,Tuesday,Kansas City Royals,6,Clear Skies,1,9137,0,0,0,0
2012,Cleveland Indians,April,25,Wednesday,Kansas City Royals,55,Cloudy,1,10552,0,0,0,0
2012,Cleveland Indians,April,26,Thursday,Kansas City Royals,58,Cloudy,0,9229,0,0,0,0
2012,Cleveland Indians,April,27,Friday,Los Angeles Angels,48,Clear Skies,1,12597,0,0,0,0
2012,Cleveland Indians,April,28,Saturday,Los Angeles Angels,43,Cloudy,0,11316,0,0,0,0
2012,Cleveland Indians,April,29,Sunday,Los Angeles Angels,52,Cloudy,0,15421,0,0,0,0
2012,Cleveland Indians,May,4,Friday,Texas Rangers,66,Cloudy,1,16147,0,0,0,1
2012,Cleveland Indians,May,5,Saturday,Texas Rangers,58,Clear Skies,1,21307,0,0,1,0
2012,Cleveland Indians,May,6,Sunday,Texas Rangers,59,Clear Skies,0,18171,0,0,0,0
2012,Cleveland Indians,May,7,Monday,Chicago White Sox,61,Cloudy,0,9196,0,0,0,0
2012,Cleveland Indians,May,7,Monday,Chicago White Sox,57,Cloudy,1,10483,0,0,0,0
2012,Cleveland Indians,May,8,Tuesday,Chicago White Sox,63,Cloudy,1,11304,0,0,0,0
2012,Cleveland Indians,May,9,Wednesday,Chicago White Sox,56,Cloudy,1,11285,0,0,0,0
2012,Cleveland Indians,May,16,Wednesday,Seattle Mariners,59,Clear Skies,1,12092,0,0,0,0
2012,Cleveland Indians,May,17,Thursday,Seattle Mariners,60,Clear Skies,0,12894,0,0,0,0
2012,Cleveland Indians,May,18,Friday,Miami Marlins,66,Clear Skies,1,29378,0,0,0,1
2012,Cleveland Indians,May,19,Saturday,Miami Marlins,71,Clear Skies,0,29799,0,0,0,0
2012,Cleveland Indians,May,20,Sunday,Miami Marlins,74,Cloudy,0,23668,1,0,0,0
2012,Cleveland Indians,May,22,Tuesday,Detroit Tigers,61,Cloudy,1,15049,0,0,0,0
2012,Cleveland Indians,May,23,Wednesday,Detroit Tigers,65,Clear Skies,1,22000,0,0,0,0
2012,Cleveland Indians,May,24,Thursday,Detroit Tigers,81,Clear Skies,0,23622,0,0,0,0
2012,Cleveland Indians,May,28,Monday,Kansas City Royals,90,Cloudy,0,25377,0,0,1,0
